Name,Stars,Rewatch,Review
i2cinderela,★★★★★,Watched,"mto pica das galáxias, chorei do começo ao fim"
maryaalexandree,★★★½,Watched,Que viagem... LiteralmenteNolan é>>>
jaimesalasag,★★★★★,Watched,you don't know what's real cinema until you see REAL cinema
deadlyypeanutzz,★★★★★,Watched,"""Christopher Nolan, Make A Bad Movie"" Challenge: Impossible"
m3icl,★★★★★,Watched,"FAAAAAAK, es perfecta"
victoriacabrera,★★★★,Watched,"no sé explicar muy bien que me pasó con esta película. sé que es una buena película, pero la trama se me hizo muy confusa (más tomando en cuenta que la vi en inglés) y también sentí que el mensaje del amor, que suponía ser algo muy pesado en la película (según lo que yo sabía), no se abordó del todo bien. desde el inicio cuando se establecieron las relaciones de los personajes dije, si va a ser algo con…"
charliebrach,★★★★★,Watched,I’ve seen this movie so many times and I still pick up on new things everytime
carolumafra,★★★,Watched,"O filme é bom, mas o que estraga é a fanbase"
crimsin,★★★★★,Watched,"Christopher Nolan Film Marathon, Film #9two things that are hilarious about this movie;#1, the little mermaid cost $80,000,000 more, and looks so much shittier than a movie made nearly a decade before.#2, this movie not being nominated for best picture, but boyhood being nominated is why i have trust issues, not the matt damon betrayal"
joaoberg,★½,Watched,meio merda
moon_016,★★★★★,Watched,"Simplesmente Christopher Nolan, histórico,lindo , fotografia, história, roteiro, personagens,tudo impecável."
nathjl,★★★★★,Watched,mta lombra
igdelik,★★★★½,Watched,İzlediğim kalitenin baya üstü fazla geldi
tomperez,★★★★★,Watched,"This is not a film, it’s an experience, it’s a journey, it’s an escapade of Christopher Nolan’s incredible mind, perfectly fused with the prowess of Hans Zimmer. The cinematography is out of this world, just like the film itself. You will be itching to watch it again for the first time."
peepeedoodoo1,★★★★★,Watched,"First time watching this ,,,, beautiful and ridiculously emotional. Cried many times."
monnyconfuse,★★★★★,Watched,Melhor filme que eu já vi em toda a minha vida
mycaelsz,★★★★★,Watched,incrível.
groovytony_,★★★★★,Watched,I’m so high but I love this movie so much
mariondmt,★★★★★,Watched,Incroyable !!!
violetixrain,★★★★★,Watched,quite possibly my favorite movie
5se0jin,★★★★½,Watched,우주만큼 무한한 인간의 상상력.
gabizinha_as,★★★★★,Watched,"""Não são montanhas, são ondas!""Esse trem sempre é emocionante"
lontraverde,★★★,Watched,o relógio
alievi,★★★★★,Watched,"simplesmente MUITO FODA.não sei como não tinha assistido antes mesmo sendo muito bem falado""eu era o seu fantasma"" 🥹plot genial mt foda gostei tmj amor te amo"
hopkinkatie,★★★★★,Watched,i can’t even
lellecxo,★★★★★,Watched,do caralho
nani_amidala,★★★★★,Watched,"Ahh, eres mi película favorita"
malulu5,★★★½,Watched,esse filme é FODA e so n dou mais estrelas pq tinha parte q eu n entendia
namorobabymetal,★★★★★,Watched,chorei com filme do espaço
_ybekebu,★★★★★,Watched,"Eskiden gökyüzüne bakar, yıldızlar arasındaki yerimizi merak ederdik. Şimdi yere bakıp topraktaki yerimiz için endişeleniyoruz."
pedroelpis,★★★★½,Watched,"filmaço, demorei muito pra vera trilha sonora muito foda, vale muito a pena assistir prestando atenção nos mínimos detalhes, tudo é fechadinho e faz muiito sentido no finale que final é desse filme 😭😭😭 ( não sou de me emocionar com filmes, mas...."
isabeleborges,★★★★,Watched,"Bom, muita fama mas não acho super filme, acho que entrega no fator científico….isso é extraordinário"
remyeuston,★★★★★,Watched,Insane
rea_mb,★★,Watched,"*40 mins of boring ass story set up** like an hour of space bullshit*Movie : ""So how do we solve the big space problem that is supposedly super hard to figure out? 🤓""Coop: "" through love 😢""I literally almost punched my fucking screen. Made me sit through two hours of bullshit to tell me ""love was the answer all along 🥺🥺🥺"" go fuck yourself.Nolan I'll give you 2 stars for technical aspects cause some stuff you did in this was cool. But oh my god please go stub your toe."
bbfdmc,★★★★★,Watched,"I’m so sad that I didn’t get to watch it in the big screen but I’m hooping to get a second chance at the relaunch in celebration of 10 years.And I got say the world was blessed with this movie 10 years ago. Such a breath taking overwhelming experience. I don’t even like space movies that much, but this one is more than that. The“I’m not scared of death, I’m scared of time”line got me rethinking my…"
cnerf55,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.""Once you're a parent, you're the ghost of your children's future.""- CooperChristopher Nolan's 2014 film ""Interstellar"" catalogues A Earth that becomes uninhabitable, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.""Interstellar"" is a beautiful film in every sense of the word. Technically the film is stunning. Hans Zimmer's score is a masterful collection of impactful ballads and Hoyte Van Hoytema's cinematography…"
penelopelarsen,★★★★★,Watched,"Sometimes I don’t know what to write here because I feel like I don’t have the right words to describe what I think… I haven’t watched Interstellar in years, but tonight I wanted something I knew was great, and somehow I forgot HOW great it actually is.Hoyte Van Hoytema’s cinematography is incredible here, and combined with the visual effects it makes this a stunning movie💫 (It makes my little photographer-heart so happy to just watch visuals like this) Hans…"
ifi_pothkia,★★★★★,Watched,efien h fatsamu
robinfabian,★★★★,Watched,"HUHthe amount of times i yelled oh fuck off at the screen … nicei will say tho given how devastating so much of it was, i wanted the ending to be sadder. i wanted to be in BITS"
giiant,★★★★,Watched,I stand corrected
whatonearth8,★★★★★,Watched,This movie is so beautiful with the black hole.The cinematic shots are amazing in this movie I love any movie Christopher Nolan makes  10/10 movie. The emotion in this movie is incredible. The acting with Matthew is amazing with.
cybersh3ff,★★★★★,Watched,Experienced this tonight on 70mm for the first time and I've fallen in love with cinema all over again.
i4bdlh,★★★★★,Watched,“STAY“
lilyisvs,★★★★★,Watched,"♾️/10, que decir, la cúspide de la ciencia-ficción"
geren_jaeger,★★★★,Watched,Crazy.
apefella,★★★★½,Watched,A classic Nolan film - interesting scientific and technical detailing and in depth world building / background development. What really makes it stand out though is the relationships between characters throughout the film.
asketchforesg,★★★★★,Watched,70mm at Parkway Barnsley
karenabigail,★★★★★,Watched,"de las mejores películas relacionadas con todo lo que me gusta estudiar, mi national anthem."
mrlassagna,★★★★½,Watched,"One of the best of Nolan, nothing more to say"
alittleresolve,★★★★★,Watched,“I was your ghost.”70mm showing.
colinlush,★★★★★,Watched,The perfect sci-fi film doesn’t exist… oh wait
londonnhill,★★★★★,Watched,sad
fatimaeshaal,★★★★★,Watched,somehow gets more life changing with every watch
mangocontaijin,★★★★,Watched,I’m not smart enough to understand it but I still appreciate it
abbyhysh,★★★★★,Watched,never misses
marinabgz,★★★★★,Watched,"This is one of the movies that impressed me the most.I’ve never been an appassionate for astronomy but watching Interstellar has made me for curious, and it made want to know more about physics, stars, planets… etcI suffered watching it but in a good way, even though the end was really really really sad.In conclusion I would watch this film a trillion times."
kateelas,★★★★★,Watched,i get it now.
pauustargirlera,★★★★★,Watched,no entiendo la mitad de lo que ha pasado pero el final es absolutamente brutal que estoy segura de que si tuviera una carrera de física cuántica y aeroespacial la vería en bucle.
justexisting,★★★★★,Watched,"Evo 15. put, još uvek ne postoji bolji film"
sou_i,★★★★,Watched,Un peu difficile à comprendre nécessite d’être regardé plusieurs fois pour voir tous les détails
kayzorz,★★★★½,Watched,"Nolan nous montre ici qu'il est l'un des meilleurs réalisateur du 21eme siècle. La musique, l'esthétisme, la jeu d'acteur, la réalisation. Tout est incroyable dans ce film"
kbernthold,★★★★,Watched,Needed more timothee chalamet and less Annie Hathaway
daanvdpol,★★★★★,Watched,"ik begrijp dat interstellar leuk vinden een beetje suf is maar dit is gewoon heel mooi, moest janke."
disturbednerd,★★★★,Watched,is it just me or was TARS sounding kinda baaaaad 👀
711storemanager,★★★★★,Watched,"Just did another rewatch of this movie, and I have to say it will never get old to me. This is definitely one of my favorite movies! Soundtrack (Amazing) Visuals (Outstanding) Story (Tear Jerker) Overall (Great fucking movie)."
cocorello,★★★★★,Watched,Really confusing the first time I watched this.
prishanr,★★★★★,Watched,Literally the best movie of all time. Nothing comes close. Anybody who says anything else is lying to you or hasn’t seen the movie.
tharakesh_s,★★★★★,Watched,Don't let me leave Murph
aeonn,★★★★★,Watched,"Hollywood'un şaheserlerinden biri olan, Türkçe'ye çevirisi yıldızlararası olan bu yapım izlemeye değer bir film. Her dakikası ve saniyesinde yaşananlar bizi tekrar tekrar ekrana kitlemeyi başarıyor. Bilimin tüm sınırları çerçevesinde oluşturulan bu yapım bizlere bazılarının bildiği ve hiç bilmediği bilgileri de aktarmaktadır. Hüzün, mutluluk, gizem gibi konuları barındıran yapım, bizi destansı bir yolculuğa çıkarıyor. Peki sen bu yolculuğa hazır mısın?"
themakeofjake,★★★★,Watched,"Space Cowboy performs ""I Want to Hold Your Hand"" in the fifth dimension NOT CLICKBAIT"
jkincel,★★★★★,Watched,aprendi muita coisa c esse filme namoral
johnyr1026,★★★★½,Watched,"This is my 9th time watching the movie and i saw this first at the cinema back in 2013!Interstellar isn't just a movie; it's an experience that sweeps you off your feet and launches you into the farthest reaches of the universe. Christopher Nolan weaves a mesmerizing tale that's equal parts heart-wrenching and awe-inspiring, leaving you spellbound from start to finish.At its core, Interstellar is a story about love—love for family, for humanity, and for the boundless mysteries…"
arp4567,★★★★½,Watched,"enough science stuff to be interesting, enough of a story line to capture my attention throughout the entire movie. enough loose ends to make me ponder."
crisonetto,★★★★★,Watched,Me dejó flipando para siempre
rabie_sh17,★★★★★,Watched,At first i was pretty bored then i was amazed by everything.I loved the visuals and everything tbh.
luisnwh,★★★★½,Watched,"O filme quase perfeito do Nolan, baita filme com a melhor trilha sonora já feita na história do cinema e feira claramente pelo goat dos theme chamado Hans Zimmer, o filme sim é lindo mas tem 2 acontecimentos que acabam prejudicando ele,1- Cooper achar uma base ultra secreta da NASA no meio do nada, se isso tivesse sido feito pelo Cooper do futuro fazendo ele ir até o local seria mais lógico e bem melhor.2- O final do…"
adriansfilm,★★★,Watched,★★★ 3 stars70 / 100Don’t let me leave MurphThis film really made me feel indifferent. A lot of scenes I was captivated and a lot of others not so much. I had so much confusion for a majority of the movie especially in the climax. I loved the visuals and sound track and laughed every time that iconic interstellar song came on. A lot of the times I found myself more interested in the earth plot line…
adamlaycockk,★★★★★,Watched,i am absolutely beside myself what an unreal film
samuel_fyr,★★★★★,Watched,"Que dire ? Le film est absolument magnifique, début à la fin avec de super personnages, le meilleur."
walenntina,★★★★½,Watched,Menuda obra de arte
kingeinstein31,★★★★★,Watched,Holy shit I can’t believe u haven’t seen this before. This is an absolutely stunning movie and Christopher Nolan has outdone himself for the umpteenth time
lalonganiza4,★★★★,Watched,"Casi lloro, pero no lo lo logró"
santuchoc,★★★,Watched,Espero que venga mi fantasma y me mande señales para no verla.. muy piol pero tampoco la gilada
hennie_k,★★★★★,Watched,"What a mindblowingly phenomenal piece of sci-fi! Nolan masterfully tells a story of humanity's survival, balancing entertainment with bending your brain."
luckalubifilmy,★★★★★,Watched,i don’t think i’ll ever be able to emphasize howAMAZINGit is. it has everything you could possibly want from a movieand more…never cried more in my entire life.
miikdud,★★★★★,Watched,nothing like this has ever been created before and nothing like this will ever be created
mahcnrr,★★★,Watched,"Botei muito expectativa, mas é bonzinho de assistir até"
itamiaucinema,★★★★★,Watched,Enerve
orfonso,★★★★★,Watched,"I'm a little surprised at how big it's gotten, but has been an instant classic for me since day one. Another Nolan time warping thing, but this time with actual physics to back it up! Seeing it in IMAX felt like I was actually going to taking off into the atmosphere with how loud it was, and then contracts perfectly with the silent emptiness of the space scenes. Also the greatest non-John Williams soundtrack every created."
lshabu,★★★★★,Watched,Fav film
jeppe957,★★★★★,Watched,"This is definitely christopher nolans best movie and the best movie I’ve ever seen. Top tier acting, writing, music, and cgi."
florzls,★★★★★,Watched,"Exciting. Incredible! The ""magic"" of science fiction attracts me so much."
angelagalvezz,★★★★★,Watched,Simplemente increíble.
cooperknauff23,★★★★★,Watched,this movie HURTS the soul
pinkman4eva,★★,Watched,slightly boring.
car_fishsticks,★★★,Watched,Snoozer.
mataratatas,★★★★★,Watched,mind-blowing experience
kenththyfella,★★★★★,Watched,space is cool👍
connorryan313,★★★★★,Watched,Took me 10 years to long to see this movie. Has a little bit over everything. Love it
onllyrory,★★★★★,Watched,No words can describe how much I love interstellar
hmunoz615,★★★★★,Watched,Jesus Christ my brain hurts
kirkys_reviews,★★★★★,Watched,Loved it the first few times I watched it & love it even more after watching it on mushrooms. I feel like I know how the universe works.
valeriadgz,★★★★,Watched,"Los fans me crearon demasiadas expectativas, tal vez por eso no la disfrute tanto como debería.Pero que bella película dios mio."
indieskywalker,★★★½,Watched,aqueles filmes que o final salva
jimmypratt,★★★★,Watched,"Yeah I liked it enough but my problem with Nolan has always been his inability to create an emotionally compelling character. Still, solid. The definition of what a sci-fi film should try and be, with themes of humanity and exploration."
campbelljulka,★★★★½,Watched,Masterpiece movie that both makes you think and feel
axirilx,★★★★★,Watched,UGHHHH!!!!!!!!!!
butchvamp,★★★★★,Watched,why do I keep doing this to myself.
faneliejlt,★★★★★,Watched,"INCROYABLE, toute la tension pendant le film, j’ai les larmes qui monte rien que d’en parler"
jaogrrr,★★★★★,Watched,GENIAL.
alessandra_zr,★★★½,Watched,Sexta vez que la veo y Miller’s Planet sigue dándome ansiedad.
bharadwaj2004,★★★★★,Watched,"The Best Sci Fi Film that I would love to recommend any moviebuff to watch it as it is purely worth the long shot and I am also completely fazed away by the visuals, background music and cinematographic shots. A movie that I would love to say it as technically flawless."
itsbianc4,★★★★★,Watched,"Interestelar é um filme simplesmenteespetacularque  contou com a direção de Christopher nolan e a direção de fotografia de hoyte van hoytema, que juntos dirigiram uma verdadeira obra de arte em forma de filme"
cwgalyardt,★★★★★,Watched,"Upon rewatch: this speaks to me so much to the selfishness of each person and how it manifests, even when well intentioned. We can’t beat our own flaws."
arbazarashahmed,★★★★★,Watched,"I cannot rememberInterstellarwithout getting flashbacks of Kubrick's2001: A Space Odyssey.These two together are beloved to me but speaking ofInterstellar,it has one of my absolute favorite soundtracks and it is one hell of a sci-fi ride. Nolan really gives it his all keeping intact the humanity, which makes sci-fi such an interesting genre in the first place. Brilliant!..."
jd47457,★★★★½,Watched,"the first 30 minutes are a little choppy, but it’s to get you to main parts quicker. past that part, the movie was beyond worth the watch🌕"
tommck2007,★★★★★,Watched,Gets better on re-watch can’t put into words how perfect this film is
sararesh,★★★★★,Watched,CHRIS NOLAN YESSIR
eusosokk2,★★★★★,Watched,Fantasmas né!!!!
hugoha00,★★★★★,Watched,"Brutal, si te gusta la ciencia ficción es espectacular, si te gusta la ciencia es abismal, y si no te gusta ninguna de las anteriores, te sorprenderá."
aningrid,★★★★★,Watched,"o melhor filme de todos os tempos, sinceramente"
sobuyum,★★★★★,Watched,not just a sci-fi film
ameyamalhotra,★★★★★,Watched,nice underground indie movie
juicezinho,★★★★★,Watched,"filme que me fez ficar apaixonado por astronomia, lindo demais “nao são montanhas, sao ondas” ver essa cena no cinema vai me fazer goz"
neutorinos,★★★★½,Watched,First movie Matthew Mcconaughey doesn’t take his shirt off in
tazlover46,★★★★★,Watched,profound.
alexbelleman,★★★★½,Watched,"One of the most beautiful science fiction films ever created. The scientific concepts coupled with the emotional resonance of the father-daughter relationship are an amazing pair that keep you engaged both on an emotional and intellectual level. The performances are all around are amazing. The visuals are completely mind-bending and ground-breaking to be honest. The inspiration from 2001 A Space Odyssey are apparent but never feel lazy. On top of all of that, this might be the most beautiful score…"
sessilia,★★★★★,Watched,"""Interstellar"" is one of the best films directed by Christopher Nolan.i watched it a long time ago with my dad, but i didn’t remember the plot, and now i had a good opportunity to watch it again and understand the essence of the film to the end.the plot is very exciting, Matthew McConaughey did an excellent job with his role.the musical accompaniment by Hans Zimmer is something that harmonizes very much with the film. i watched the…"
lelepsps,★★★★,Watched,"um filme mto bom pra refletir e talvez chorar, atuacao mto boa krl"
maxbarkouras,★★★★★,Watched,live action chicken little
roya_g_biv,★★★,Watched,Just watch 2001 Space Odyssey- modern take on a classic. Pass.
eadie_woo,★★★★★,Watched,watched it for a second time and cried even harder the entire way through
justpruit,★★★★★,Watched,To truly understand this movie you need to watch it twice
dragto900,★★★★★,Watched,"Ce film est juste incroyable, j’ai envie de dire comme d’habitude avec Christopher Nolan on ne s’ennuie pas à un seul moments. Juste un des meilleurs films que j’ai pu voir. L’histoire est très bien ficelé et l’on s’attache énormément au personnage. Je le recommence vivement !"
vgiuliav,★★★½,Watched,"Não alcançou as altas expectativas, mas estava lá por ele. Matthew McCoughnahey"
lilaa__,★★★★★,Watched,trop pleuré
alelek_k,★★★★★,Watched,"Edged and cried the whole movie. Life changing experience, would recommend."
wilber2406,★★★★½,Watched,I learned Morse code just in case
timeandtimeand,★★★★★,Watched,Duh
flawless25,★★★★½,Watched,Just wow. I’m so mad to myself for not watching this masterpiece earlier
yousefi,★★★★★,Watched,The greatest of all timesThis move is the bestYou must see this iconic
panjestduch,★★,Watched,incellstellar
danoalan,★★★★★,Watched,Idc what anyone says this movie would have been nothing without Zimmer.
sla00,★★★★½,Watched,this was my fave movie when i was a kid
zoe_northcutt,No rating,Watched,Interstellar hankering has been quenched!
mariiaak3,★★★★½,Watched,"Realmente, o universo está dentro do quarto de garotas de 13 anos."
chlebbeek,★★★★★,Watched,definition of perfection.
nevina,★★★★★,Watched,“Because my dad promised me”
slamdwn,★★★★★,Watched,Tars stabilise l’hydrogène
mikhaelhayes,★★★★,Watched,"Solid movie, some parts felt rushed right through (like the farm to space stuff in act i) I wonder how long the original version was"
giopetris,★★★★★,Watched,"não sei nem como começar a falar sobre esse filmeincrível,ele é exepiconal, brilhante,as atuações,os cenários (meu deus os cenários) plot twist atrás de plot twist,esse filme né prendeu do início ao fim,eu chorei em vários momentos,e a quantidade de vezes que eu fiquei de queixo caído não está explicadoesse filme não tem ponto ruim(o único ruim desse filme é que acaba) tudo oque falam sobre esse filme é verdade,ele merece toda a visibilidade e muito maisobrigada papai Chris, você é o melhor 🙏🏻💗"
walkercampbell,★★★★½,Watched,"The more I watch and rewatch the more I’m becoming convinced that Nolan might be taking the title of my favorite director away from Denis Villenueve.This is a film of immaculate scale. There’s so much that could be said about this. The acting is spectacular, and Matthew McConaughey is the standout as an actor that I don’t envision as being Nolan’s kind of actor, but he’s amazing.Perhaps what hits the most is how this sprawling sci-fi epic also…"
clemsfrog,★★★★★,Watched,"Everyone needs to watch this im so serious, the score slayed the movie slayed the acting slayed whole thing slayed"
sprocketbat,No rating,Watched,WOW what a great movie!
ls2626,★★★★★,Watched,"Absolute masterclass in cinema. Suspense, emotion, drama and flawless performances all around. Christopher Nolan is a genius."
marcel616,★★★★★,Watched,-Jeden z najlepszych filmów w historii-świetna historia-idealnie zagrane role (szczególnie główna rola)-wzruszający film-niezapomniane doświadczenie-muzyka hanza zimmera…
julesblht,★★★★½,Watched,"Nan grosse dinguerie, la fin a failli m'abattre"
roxane55566,★★★★★,Watched,Ouais pas mal
gaurisrivastava,★★★★★,Watched,Executed accurately and on par with science. What else can be expected from the Christopher Nolan. The father daughter scenes were gut-wrenching. Cried an hour after the ending scene.The songcornfield chaseand the way it sounded different according to the scenes was a genuine idea.Definitely recommend if you are in love with space like me. And keep a box of tissues handy if you're extremely sensitive to emotional scenes.
dianaminche,No rating,Watched,me alegró verme por fin la peli de la que Siquier (mi profe de mates de 2º de bachi) hablaba todo el rato
cshei,★★★★★,Watched,breathtaking
guihamr,★★★★★,Watched,O plot desse pqp
lauribasss,★★★★★,Watched,bom pra caralho.
vaibhavs12,★★★★★,Watched,"Music - 10/10, Direction - 10/10, Cast Performance - 10/10.This movie is The Movie. It’s Nolan’s best work and I don’t think it will ever be beaten. Gave me a perspective about time and some lines that I will never forget"
shydded,★★★,Watched,Severely overrated but Hans Zimmer did what he had to do
maxiiqlo,★★★★½,Watched,“because my dad promised me”estado: líquido
memeyeyeye,★★★★★,Watched,walaupun rada hah hoh hah hoh pas nonton ini keren bgt sihhh
pranay_kumar7,★★★★★,Watched,"""Interstellar"" is a masterpiece that transcends the boundaries of traditional science fiction, captivating audiences with its breathtaking visuals, mind-bending plot, and profound exploration of love, sacrifice, and the boundless mysteries of the cosmos. Christopher Nolan's visionary direction combined with Hans Zimmer's haunting score creates an immersive experience that lingers long after the credits roll. The film's stellar cast, led by Matthew McConaughey and Anne Hathaway, delivers powerful performances that resonate on both an emotional and intellectual level. With its ambitious…"
pdoelblag,★★★★½,Watched,Its get a lot of better. Still I need to rewatch beacuse its near 5 star movie. I dont understund everything in this film but I still like it more than the first watch
buenopml,★★★★★,Watched,“o amor é a única coisa capaz de transcender as dimensões do tempo e do espaço“ISSO É CINEMA!
emmapdobek,★★★★★,Watched,Watched on the plane moving abroad.... don't recommend BUT amazing film
boro07,★★★★★,Watched,Must watch 🔛🔝🍿🎥
leeclipse,★★★★★,Watched,Still one of the best movies to date😭
osgoodx2020,★★★★★,Watched,Simply amazing
domingo33,★★★★,Watched,in the light of their new sunRewatched it the way Christopher Nolan intended: on my phone at work with one headphone in. The score still goes hard.
wildersebastian,★★★★★,Watched,Top 10 movies of all time. The theme is a piece of art
mikecurry55555,★★★★★,Watched,What a piece of cinema. Just stunning
frankiegrande11,★★★★★,Watched,Tom is the most tragic character. What do you mean his dad and sister saved humanity and he can’t even give two fucks ab his wife and son’s health
izhr,★★★★★,Watched,"what can i say that hasnt already been said?a masterpiece, really"
phosidens,★★★★½,Watched,"Ahead of its time, maybe too ahead?"
filmynerd_10,★★★★★,Watched,This movie should not be reviewed it is beyond that.*LIPS SEALED*
fabiocaicedo,★★★★★,Watched,"Hace más de dos años que no la veía aún siendo mi película favorita. Y primera vez que no lloro, quizás porque no me concentré al 100%. Pero el sentimiento sigue siendo el mismo."
kegpegleg,★★★★½,Watched,Soundtrack was insane and McConaughey was great in it
taseenkr,★★★★★,Watched,goated classic already
jakobmeuser,★★★★½,Watched,I just don’t know if this gets above the Vicky Mendoza diagonal on the Genius/Silly scale
milanrodrigues,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.Un film avec un casting en or. Ce film pose des problématiques actuelles avec un réalisme plus qu’impressionnant.De plus , ce film vous transporte pendant 169 min dans une autre réalité.Enfin, ce film a dans son casting une des actrices que je préfère et qui pour moi,joue le rôle le plus important dans ce film , c’est Jessica Chastain .Un incontournableavisionné dans l’urgence pour ceux qu’ils ne l’auraient pas fait.🤩"
notsovirginmary,★★★★★,Watched,"I still cry, get chills, and am slightly confused at the end, but god damn do I stan this movie. It’s what you call CINEMA"
vertical_goth,★★★★★,Watched,Still so beautiful and well done
ivodkc,★★★★★,Watched,"meu deus que filmaço, christopher nolan é um gênio PQPtive uns 8 orgasmos nos ultimos 30 minutos de filme. Ver esse final é tipo pegar uma prova e ver que as respostas estavam escritas nas próprias questões anteriores. Muito bem construído, MUITO bom meu deus, única parte ruim é o protagonista nao ter comido a filha do professor na nave"
mbernstein23,★★★★★,Watched,"A standout in the ""golden year""... Matt is just so freaking good in this, and holy twist."
bmitch1515,★★★★★,Watched,BeautifulAnd Fuck Matt Damon
sani502,★★★★★,Watched,worst movie ever i hate crying so much
_r1naldi,★★★★★,Watched,FILMAO DO CARALHOque vontade de chorar vsf
cotrincas,★★★★★,Watched,o melhor que eu ja vi
naveedulhasan,★★★★★,Watched,My favourite movie of all time yet today
silchki,★★★★★,Watched,What do I do with my life?
maconae02,★★★★★,Watched,Me and Dad after my swim meet. Regal Manchester
simonesteban,½,Watched,Ni recuerdo cuándo la vi. Lo que sí recuerdo es que me pareció una cagada.¯\_(ツ)_/¯
suitelifeoflei,★★★★,Watched,I guess we’re really not that far off huh
tom_poulton,★★★★,Watched,A classic for time & eternity nothing more or less
maakyye,★★★★★,Watched,Insane
guilletrrs,★★★★★,Watched,this will always be a phenomenal thing to see... everything is perfect
jojer04,★★★★★,Watched,10/10
fatalblow,★★★★,Watched,"no matter how much i hate science, i will always be fascinated by the vast jet black space out there. those tiny particles, molecules, elements, and all those nerd stuff.don’t ask me about quantum mechanics quantum physics relativity theory theory shit though!!!!!!!"
riley_h,★★★★★,Watched,Wow.
pissyrat,★★★★★,Watched,This review may contain spoilers.I can handle the truth.so im just supposed to live with the fact that he was her fucking ghost im actually sick this was incredibly sick and twisted of you nolan i will never forgive you
skyebrownh,★★★★★,Watched,Amazement = 100%. Confirmed.
asax0515,★★★★★,Watched,"The best thing my eyes have seen, after my girlfriend"
alessgaliz,★★★★★,Watched,"Best movie of all times. MasterpieceShocking, captivating, heartbreakingActors, visuals, plot, realism, soundtrack : 10/10"
wrigleybrock,★★★★★,Watched,Everything I know feels so incredibly small.
eve3v3,★★★★★,Watched,"O melhor filme de ficção científica, ambientação perfeita, história emocionante e apesar de ficção tem um q de realidade. Simplesmente incrível."
armaanykhokha,★★★★½,Watched,"Completely forgot how good this is. An emotional and surrealist journey through the cosmos. I don’t think I’ve ever been this emotional during a Nolan film before, definitely his best in that regard. The film is (of course) absolutely stunning, coupled with one of the best original scores of the century. This, I remember, was one of the first films that got me into cinema, and, believe it or not, used to be my favorite film. But as time passes, I don’t really see it as the flawless film if once was, but that still doesn’t mean I don’t love and appreciate it."
opesrates,★★★★★,Watched,phenomenal movie. spent a great deal of time trying to wrap my head around the fact that an hour in millers planet was 7 years…poor romily💔
tazz_,★★★★★,Watched,Absolutely one of the best films I have ever seen. From the shots to the colors to the story and the score🫶🏾 5/5 Dosent get much better then this!
bordydorb,★★★★★,Watched,this one is a thinker…MURPH MURPH MUUUUUUUURRRPH
skylee14_22,★★★★★,Watched,Great visuals. Perfectly casted. Really enjoyed this movie. Perfectly paced and filled with surprises and twists.
hodgeyy,★★★★★,Watched,This review may contain spoilers.I can handle the truth.Might be the movie I have watched the most times and still get the same feelings when I watched it the first time
gustowatch,★★★★★,Watched,Lenda.
lukebartz,★★★★★,Watched,"10/10 the music is insane and the acting is remarkable. One of the best movies I have ever seen. Loved TARS the robot in this too, they worked together to solve the time problem. And the ending was amazing.favorite quote- “it’s not possible, no it’s necessary.”Watching for a second time I could see all the foreshadowing that was happening. Truly one of my favorite films ever"
camimilanezi,★★★★★,Watched,"nao entendi nada nos primeiros 10 minutos, o resto mudou a minha vida pprt"
agstirl,★★★★★,Watched,"just wow, life changing"
carlinhoscine,★★★★★,Watched,Simplesmente o melhor filme de ficção científica já feito da história.
hahahannah,★★★★★,Watched,This review may contain spoilers.I can handle the truth.another movie I've watched in a row where Matt Damon's character annoys the hell outta me
soogerald,★★★★★,Watched,Hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa hermosa
mrc_reviews,★★★★,Watched,Yo.
antoinelepine,★★★★★,Watched,"Après 22minutes, je savais déjà que ce film allait me marqué et je ne me suis pas trompé. Le générique joue en fond pendant que je rédige ceci. Dans la vie je suis passionné d'espace, de découverte, de soif de nouveau au point où je veux en faire mon métier en donnant la possibilité aux autres de découvrir notre magnifique planète. Interstellar aborde d'une manière assez folle (mais scientifique) notre rapport au temps. Que le temps est ce qu'il est…"
camshaft114,★★★★½,Watched,More like Matthew McCornaughey am I right?
hayakawa13,★★★★★,Watched,"Ahora verla me destruye, ya no hay confort solo me hace acordar a todas las cosas q pudieron ser😔"
crofty2005,★★★★★,Watched,incredible. once in a generation kind of movie.
althealawson,★★★★½,Watched,"When science meets fantasy. They didn’t mess with gravity, they messed with my heart."
annikaosterlund,★★★★,Watched,shoutout to the dude on hinge who told me to watch this. he didnt know i have a dead dad.
braden4,★★★★★,Watched,Idk how I gave this movie 4.5 stars the first time
